keyword,type,author,handle,bio,text,date,sentiment,score
Greenhouse Effect,original,Albert ARIBAUD,albert.aribaud.net,,"#writever Greenhouse

Patiently, we hide in orbit among the debris of launchers and satellites. We wait for the moment when we will rule your planet thanks to the greenhouse effect.

And the funny thing is, *we* didn't start it.

#FlashFiction #SmallStory #MicroFiction",2025-09-04,positive,0.225
Greenhouse Effect,original,LisaZed 👩🏻‍🎨 🌏 🐨🌳,lisazed.bsky.social,,"A woman discovered the greenhouse effect in 1856 – then history forgot her.Eunice Foote proved COz traps heat in 1856. She effectively predicted global warming, but was barred from presenting her research and her work was forgotten for over a century.",2025-09-03,positive,0.3
Greenhouse Effect,original,SueReno,suereno.bsky.social,,"I am delighted to share that Greenhouse Effect has been juried into Celebrating American Craft 2025 at the Sarratt Gallery at Vanderbilt University, Nashville, TN. This juried exhibition features the work of 34 craft based artists from across the USA.",2025-09-03,positive,0.35
Greenhouse Effect,original,Open Society & 320ppmCO2 Pro,y7g.bsky.social,,"We lack to communicate this easy.

I heard people say that climate warming comes from the warm combustion gases from cars.

The Keeling Curve and the greenhouse effect are unknown in most parts of the world.",2025-09-03,positive,0.3583333333333333
Greenhouse Effect,original,Michael Tobis (mt),mtobis.bsky.social,,"If human energy use were 5 times the sunlight falling on the surface, per energy Secretary’s assetion, that would be over a kilowatt of extra forcing per square meter, obviously enough to boil the ocean.

No greenhouse effect needed. We’re talking the direct heating of five extra suns.",2025-09-03,neutral,0.02
Greenhouse Effect,original,Rocky Rex,rockyrex.bsky.social,,"The first paper outlining the greenhouse effect was published in 1824. An experiment showing CO2 is a key greenhouse gas was demonstrated by Mrs Eunice Foote in 1856.

Svante Arrhenius published the first calculation of global warming from human emissions of CO2 in 1897. 

This is not even new.",2025-09-03,positive,0.10606060606060606
Greenhouse Effect,original,The Philly ROCK Network,thephillyrocknetwork.com,,"The greenhouse effect is essential to life on Earth, but human-made emissions in the atmosphere are trapping and slowing heat loss to space.
Five key greenhouse gases are carbon dioxide, nitrous oxide, methane, chlorofluorocarbons, and water vapor.",2025-09-03,neutral,0.0
Greenhouse Effect,original,Break like the wind,breaklikethewind.bsky.social,,"And this folks, is why a vote for Labor is as wasted as a vote for the LNP if the greenhouse effect troubles you. #auspol",2025-09-03,negative,-0.2
Greenhouse Effect,original,All Our Yesterdays,allouryesterdays.bsky.social,,"62 yrs ago today, (Sep 3, 1963) Scotsman Ritchie-Calder says atmospheric CO2 up 10% in last century, will keep going up.

""The ‘greenhouse effect’  [will] ""radically affect the extent of glaciers and ice-caps with resultant rise in sea- and river-levels.""

allouryesterdays.info/2025/09/02/s...",2025-09-02,neutral,0.0
Greenhouse Effect,original,Ketan Joshi,ketanjoshi.co,,"Absolutely blistering takedown of the US government's mad climate report that rehashes the worst denier tropes of the past decade. 

US gov't took on a handful of self-serious denier micro-celebs, and in doing so, basically just hugely owned themselves in public

sites.google.com/tamu.edu/doe...",2025-09-02,negative,-0.21250000000000002
Greenhouse Effect,original,Nancy 💚✍🏻,contactwithcreation.com,,"Our #BellTent is spread out (sort of) in the summerhouse to dry - even crumpled like this it's surprisingly effective thanks to the 'greenhouse' effect on a warm day. Considering the weather forecast, however, it looks like it'll be a few days before we can lay it out on the drive to pack it up! 🏕️💚",2025-09-02,positive,0.2166666666666667
Greenhouse Effect,original,Antronics Ltd,antronicsltd.bsky.social,,"The ""greenhouse effect"" causes heating by trapping energy from the sun - so it's the sun that's causing the heating rather than the energy we're using.

I guess the energy we use must also contribute, but my understanding is that the sun is the main cause.",2025-09-02,positive,0.16666666666666666
Greenhouse Effect,original,Antronics Ltd,antronicsltd.bsky.social,,"Is it?

So no ""greenhouse effect"", then?",2025-09-02,neutral,0.0
Greenhouse Effect,original,Biochar Today,biochartoday.bsky.social,,"How does the UK Greenhouse Gas Removals (GGR) Business Model Effect Biochar?

Learn More 👉",2025-09-02,positive,0.5
Greenhouse Effect,original,Andrew Dessler,andrewdessler.com,,"did the greenhouse effect write this?

apparently yes",2025-09-02,neutral,0.05
Greenhouse Effect,original,d. emerson eddy 🐀,93418.bsky.social,,"Imagine how much of a gut punch it was when we found out that Venus wasn't a lush garden world, but one where the greenhouse effect had run amok.",2025-09-02,positive,0.15000000000000002
Greenhouse Effect,original,Mike Harrington,natureknowsbest.bsky.social,,"Some have suggested an AMOC collapse would prevent the thaw release of tens of gigatonnes of methane hydrates from Arctic permafrost, making such collapse the lesser of 2 evils compared to the strengthening greenhouse effect.  Reducing GHgas emissions is clearly a no-brainer to eliminate both",2025-09-01,neutral,0.03333333333333333
Greenhouse Effect,original,Mike Harrington,natureknowsbest.bsky.social,,"Futile & unfounded hopes by the Business-as-Usual elite, for Technological fixes which might slow or prevent the inexorable disabling of a functioning ecosphere (by the greenhouse effect & background pollution), are committing global societies to a series of inevitable & utterly Dystopian collapses.",2025-09-01,neutral,-0.07500000000000001
Greenhouse Effect,original,Limot,limot.bsky.social,,"So anyway, Greenhouse Gas Effect was discovered by Foote, many people (all with names) worked on it, Arrhenius was one who did a lot of work, then Angstrom put everybody's mind at rest by showing it was nothing.

Then a ghost arose, who claims to have proved Angstrom wrong.  Except, nobody knows who",2025-09-01,neutral,0.0
Greenhouse Effect,original,Prof. Eliot Jacobson,climatecasino.net,,"Your 'doom quote' for today:

""The IPCC issued its First Assessment Report in 1990, concluding with certainty that the earth was being warmed by the greenhouse effect, with CO2 contributing about half of the increased warming.""

www.goodreads.com/book/show/28...",2025-08-31,neutral,0.04166666666666667
Greenhouse Effect,original,Catfish,stlcatfishmike.bsky.social,,That was the 80s though so we just keep adding them. Ironically I first heard about the greenhouse effect because someone suggested it as an antidote to nuclear winter.,2025-08-31,positive,0.25
Greenhouse Effect,original,Little Libraries,littlelibraries.bsky.social,,"Check out this sci-fi pocket book from the 90s, David Brin’s Earth. Pretty sure it’s about humanity fucking up a good thing and destroying the planet, so it’s the perfect thing to read in these times. Yay? I will be checking it out.

@davidbrin.bsky.social
#BlackHole #TheEndIsNigh #ScienceFiction",2025-08-30,positive,0.45
Greenhouse Effect,original,ClimateBook,climatebook.bsky.social,,"Yes, this is one of the most interesting things about the Venus saga, to me -- how resistant much of the scientific community was to the idea that the surface could be so hot. I suppose it may say something about residual confusion about the greenhouse effect at the time.",2025-08-30,positive,0.3625
Greenhouse Effect,original,Louise Seamster,louiseseamster.bsky.social,,"These windows but bronze tinted, and bronze generally signifying luxury",2025-08-30,neutral,0.05000000000000002
Greenhouse Effect,original,malatesting,malatesting.bsky.social,,"have any 'climate' economists bothered to fix the problem that they assumed anything done indoors will be unaffected by climate change? if your model is garbage, it doesn't matter what it says.",2025-08-30,neutral,-0.05
Greenhouse Effect,original,Teo,otteumstudio.bsky.social,,"Exploring strategies to green Mars, focusing on terraforming the planet using solar sails as mirrors to focus sunlight, dispersing aerosols to enhance the greenhouse effect, and deploying silica aerogel tiles to create localized habitable zones by trapping heat. #scifi #mars youtu.be/I_tA70Zo8M8",2025-08-30,negative,-0.2
Greenhouse Effect,original,therealdwoo.bsky.social 🚣🏻‍♂️🏡,therealdwoo.bsky.social,,"Dr. James E. Hansen
testified before Congress in 1988

Hansen was director of NASA's Goddard Institute

presented clear evidence that the greenhouse 
effect was causing detectable climate change, 

stating that ""the greenhouse effect is here""
& 1988 was likely to be the warmest year on record",2025-08-29,neutral,0.049999999999999996
Greenhouse Effect,original,김윤미 Kim Yoonmi (Surname First),kimyoonmi.bsky.social,,"Do you know how expensive greenhouse grown pineapples are in Korea? Kimchi is a struggle food thousands of years old. Also, look up the greenhouse effect.",2025-08-29,negative,-0.2
Greenhouse Effect,original,AimeePrefersDemocracyFella,aimee-abq.bsky.social,,That was the exact reason I too decided to not reproduce. I've been talking about extinction and climate change (greenhouse effect) since I was 14 in 1970. We are on the same page.,2025-08-29,positive,0.125
Greenhouse Effect,original,Paul Rietschka,prietschka.bsky.social,,"They never seem to comprehend that Mara is 1/4 the size of Earth.

Or that Venus has a runaway greenhouse effect and would require centuries of geoengineering + there’s a major rotational issue…and there’s no way we can fix that, ever.

This is all just the masturbatory fantasy of morons.",2025-08-29,negative,-0.36875
Greenhouse Effect,original,Dr. Or M. Bialik |📚|🔬|🌊|⚒️,obialik.bsky.social,,"The other day, I found myself in a conversation with one of our maintenance people. About halfway through, I found myself explaining the Greenhouse Effect to them and why it might be a problem.
The year is 2025, we're at 425.18 ppm CO2, and somehow it's still not common, basic, knowledge.",2025-08-29,neutral,0.008333333333333331
Greenhouse Effect,original,RazzumFrazzum ,freddiesolo.bsky.social,,Steamy Relationships: How Atmospheric Water Vapor Amplifies Earth's Greenhouse Effect - NASA Science share.google/QY1Yz1mnOabB...,2025-08-28,neutral,0.0
Greenhouse Effect,original,Michael Tobis (mt),mtobis.bsky.social,,"Um, basically no. 

The atmosphere and ocean equilibrate rapidly. In the large, any added vapour is balanced by suppressing evaporation.

The biggest exception is “corn sweat”. Large hot irrigated areas  can exacerbate humidity and greenhouse forcing locally. But the global effect is very small.",2025-08-28,neutral,0.058928571428571434
Greenhouse Effect,original,All Our Yesterdays,allouryesterdays.bsky.social,,"A week earlier the NYT's science correspondent, Walter Sullivan, had a front page story, based on the work of @jameshansen1962.bsky.social and others.

That work - well, here it is

www.science.org/doi/10.1126/...

2/n",2025-08-28,neutral,0.0
Greenhouse Effect,original,Bhagwan Cosmic Light,bhagwancosmiclight.bsky.social,,"Dinosaurs is a diversion for a losing position. Why answer a nonsense question irrelevant to human extinction that is based on surface warming caused by the greenhouse effect, described by Carl Sagan years ago. That physics has not changed, but oil profits come first.",2025-08-28,neutral,-0.08333333333333333
Greenhouse Effect,original,💫 sorin @ stellenclaus 24th-25th on Twitch!,milkywaybnuuy.bsky.social,,"Haven’t posted a lot of my #watercolor #sketchbook stuff here lately so here’s some!! Bus sketching, plein air, figure drawing, Ado concert queue 😚

#bnuuyart | #journal",2025-08-28,negative,-0.46875
Greenhouse Effect,original,JP,jppierce.bsky.social,,You basically built a test lab for the greenhouse effect. 🙃,2025-08-27,neutral,0.0
Greenhouse Effect,original,,ocschwar.bsky.social,,"""Science is a matter of theories being tested by facts"" the first experimental demonstration of CO2's greenhouse effect was in 1859. If it's a lie, the liar involved should take you under 10 minutes to find.",2025-08-27,positive,0.175
Greenhouse Effect,original,Morgan Davie,fromthemorgue.bsky.social,,"I’ve been thinking about, and later worrying about, climate change almost my whole life. As a kid reporter for the newspaper (back when there was a kid reporter page in the newspaper/back when there was a newspaper) I worked on a story on the greenhouse effect in the late 80s.
1/",2025-08-26,neutral,-0.024999999999999994
Greenhouse Effect,original,Covid worrier,covid-worrier.bsky.social,,I was wondering whether runaway greenhouse effect is real. Now I see it is not. Thanks for sharing!,2025-08-26,neutral,0.037500000000000006
Greenhouse Effect,original,The Flood Hub,thefloodhub.bsky.social,,"Lesson 6:

✏️Defines #ClimateChange

⚠️Explores the natural & human causes. 

🌡️Introduces the greenhouse effect & its role in global warming.
🏭Covers the impact of the #IndustrialRevolution.

📋Helps students evaluate evidence supporting climate change.

🔗https://thefloodhub.co.uk/ks3-climate-l6/",2025-08-26,neutral,0.0875
Greenhouse Effect,original,Reflector Dish 📡 🇵🇸,eccentricks.bsky.social,,A runaway greenhouse effect would help the atmosphere keep hold of any heat it gets.,2025-08-26,neutral,0.0
Greenhouse Effect,original,Media Tell The Truth,mediatellthetruth.bsky.social,,"Hansen earned a NASA scholarship.

At first, he studied the atmosphere of Venus. What he found was a warning to us Earthlings: Venus is a hellscape because of a runaway greenhouse effect. 

Our atmosphere matters more than we realise.",2025-08-26,positive,0.375
Greenhouse Effect,original,Gogopoet,gogopoet.bsky.social,,Probably too late to complain. Some of us have been trying to raise awareness for 50 years. Trump's actions almost guarantee a runaway greenhouse effect. Welcome to the new Venus.,2025-08-26,positive,0.21212121212121213
Greenhouse Effect,original,ClimateBook,climatebook.bsky.social,,(1) How much latent heat is involved in sublimating both polar caps? What is the equivalent in number of 1 megatonne nuclear explosions? (2) How thick is the H2O/CO2 atmosphere resulting?  What is its greenhouse effect?  (hint-remember effects of low pressure on opacity). ...,2025-08-26,neutral,-0.04583333333333332
Greenhouse Effect,original,Hans Kristensen,nukestrat.bsky.social,,"When Musk is not supporting coup-makers and destroying US government agencies, he’s promoting nuking Mars. The t-shirt logo NUKE MARS is as crazy as it sounds: detonate nukes over Mars poles to vaporize ice and gases to create greenhouse effect to warm up planet for people. 🤪",2025-08-26,neutral,-0.08125000000000002
Greenhouse Effect,original,CtObserve,ctobserve.bsky.social,,Ignorance.  Sheer stupidity.  The president of the United States does not know what 6th graders do about the ozone layer and what harms it.  If one asked felon fraud Trump what CFC's are the racist wouldn't have a clue.  Trump so ignorant confuses the greenhouse effect with the ozone layer.,2025-08-25,negative,-0.3
Greenhouse Effect,original,TZ World,tzworld67.bsky.social,,"Is the ""climate changing""? Sure! If saying Climate Change (aka - Global Warming, Greenhouse Effect, Global Climate Disruption, Anthropogenic Climate Change), as termed by climate activists looking to falsely claims humans are speeding up what would naturally occur anyway on this planet, then no.",2025-08-25,neutral,0.06499999999999999
Greenhouse Effect,original,Unproblematic Auska,auska.esq,,"Calvin and Hobbes, July 23rd 1987",2025-08-25,neutral,0.0
Greenhouse Effect,original,,dave-uu.bsky.social,,"If you are referring to human caused carbon emissions increasing the greenhouse effect in the atmosphere, why say ""climate change"" instead of ""global warming""? ""Climate change"" seems like a less alarming, but less precise, term I.e., change: ""global mean temp could go down . . .""",2025-08-24,neutral,-0.05570987654320988
Greenhouse Effect,original,,expatpatineur.bsky.social,,"Ah, but with the greenhouse effect from burning all that coal and gas, we WILL be the hottest country. Like 120 ° Farenheit in March hot.",2025-08-24,positive,0.25
Greenhouse Effect,original,Momaw,momaw.bsky.social,,So much worse than that. Scientists knew about the greenhouse effect produced by CO2 from 1856 onward.  The potential for climate change directly resulting FROM the greenhouse effect was known starting in the early 1900s.,2025-08-24,neutral,-0.04000000000000001
Greenhouse Effect,original,bilby magil,bilby-magil.bsky.social,," The existence of the greenhouse effect, while not named as such, was proposed as early as 1824 by French mathematician Joseph Fourier",2025-08-23,neutral,0.03333333333333333
Greenhouse Effect,original,Shooti,bambooshooti.bsky.social,,"Tyndall’s experiment was more accurate than Foote’s, and his work laid the foundation for today’s understanding of global warming. Foote’s work was largely forgotten and only rediscovered in 2011. However, both reached the same conclusion: Manmade global warming is real. /end",2025-08-23,positive,0.16428571428571428
Greenhouse Effect,original,Andy Revkin  🌎 ✍🏼 🪕 ☮️ revkin.substack.com,revkin.bsky.social,,"Sleepless tonight? Join me live at 10 pm Eastern with @billmckibben.bsky.social to discuss his new book on the #solarpower surge, the Trump effect on the greenhouse effect, #sundayofaction, and the rest.",2025-08-23,positive,0.13636363636363635
Greenhouse Effect,original,Michael Dowling aka MeckeringBoy,meckeringboy.bsky.social,," All the way back to the 1960s and 70’s we’ve known about the greenhouse effect. I gave my first lesson on pollution and greenhouse effect in 1974. If I knew, everyone knew. They chose not to act.",2025-08-23,positive,0.125
Greenhouse Effect,original,Spiggi,spiggitzfan.bsky.social,,"The scientific theory that burning fossil fuels would eventually lead to a greenhouse effect & global warming was 1st proposed by Svante Asshenius in 1896.
#ScienceMatters",2025-08-23,neutral,0.0
Greenhouse Effect,original,Jérôme OLLIER,jeromeollier.bsky.social,,"Stratospheric aerosol injection can weaken the carbon dioxide greenhouse effect - @commsearth.nature.com 

www.nature.com/articles/s43...",2025-08-22,neutral,0.0
Greenhouse Effect,original,Eos,eos.org,,"Kirk Benton, NM, said he distinctly remembers learning about the greenhouse gas effect when he was in the 8th grade in the late 1960s, and pointed out that the current EPA website says that greenhouse gases lead to warming. He asked the EPA to maintain the endangerment finding.",2025-08-21,neutral,0.0
Greenhouse Effect,original,Lats (314 ppm),lats.aus.social.ap.brid.gy,,@feather1952 it’s clear that most people who are against net zero and the shift from fossil fuels are climate deniers. If theyv weren’t they would be offering an alternative solution. Have they read about the Greenhouse Effect? It’s fairly simple to get a handle on and it is proven physics. All […],2025-08-21,positive,0.15
Greenhouse Effect,original,,tigard-stripes.bsky.social,,"""Fire weather is becoming more common, and human activities are the main cause.""
Transportation is the highest emitting sector of greenhouse gases in the U.S.

science.nasa.gov/earth/explor...",2025-08-21,positive,0.1633333333333333
Greenhouse Effect,original,Henrik Hindby Koszyczarek,henrikhindby.bsky.social,,"So the administration believes in the albedo effect but not the greenhouse gas effect? 🙅🤷🤦
edition.cnn.com/2025/08/20/p...",2025-08-21,neutral,0.0
Greenhouse Effect,original,Green Revolution,seanofthesea.bsky.social,,"“Witnesses testified on how the greenhouse effect will change the global climate system and possible solutions.”

www.youtube.com/watch?v=Wp-W...",2025-08-21,neutral,0.0
Greenhouse Effect,original,Alison Creekside,alisoncreekside.bsky.social,,"You would think a planet like Venus with both an atmosphere entirely dominated by CO2 and a runaway greenhouse effect would do a better job of growing these sunflowers. 
Ditto Mars to a lesser extent.😉",2025-08-20,positive,0.16666666666666666
Greenhouse Effect,original,Arda Tunca,ardatunca.bsky.social,,"Nitrogen trifluoride (NF₃) traps 17,000 times more heat in the atmosphere than CO₂. Sulfur hexafluoride (SF₆) has a greenhouse effect 23,500 times stronger.

The Invisible Environmental Damage of the Digital World
www.ardatunca.net/en/post/the-...",2025-08-20,positive,0.25
Greenhouse Effect,original,Retired Outlaw Gunfighter,mikey-hq.bsky.social,,He understands the thermal effects of black paint but he doesn't understand the greenhouse effect?,2025-08-20,negative,-0.16666666666666666
Greenhouse Effect,original,Gavin Schmidt,climateofgavin.bsky.social,,"…but some confusion on criteria pollutants associated w/fossil fuels as opposed to climate effects due to the CO2 greenhouse effect impact. 

Zoom link for viewing/listening the rest of the hearing (to Aug 22):  usepa.zoomgov.com/j/1612886000",2025-08-19,negative,-0.125
Greenhouse Effect,original,Christian Tieber ⧖,tieber.bsky.social,,"》 The Venus Syndrome 《

"" For decades we've been saying: It's useful to look at the range of planets. And that tells us something about the Greenhouse Effect. ""
bsky.app/profile/leon...",2025-08-19,positive,0.3
Greenhouse Effect,original,Simone Schleper 🟥,moneschleper.bsky.social,,"2/# Failed European and international #carbontax in the 1992 just before #Rio92, role of European oil companies, were central actors in the tax's abstruction! Thorough knowledge about greenhouse gas effect  amongst Eu. companies by at least 1980s",2025-08-19,negative,-0.13333333333333333
Greenhouse Effect,original,Leon Simons,leonsimons.com,,"Dr James Hansen talked about the Venus Syndrome (greenhouse effect is about +500°C! 🤯) and using the climate of Venus as an indicator of Earth's climate, which is now 'just right'.

See the fulll Climate Chat covering Hansen's recent work linked below.

youtube.com/shorts/DGso7...",2025-08-19,positive,0.14285714285714285
Greenhouse Effect,original,Thomas Boettcher,thomas-boettcher.bsky.social,,"ECS=4.5°C is consistent data to:
1 paleo 
2 GCM
3 present measurements ARGO float, satellites EEI
4 planetary comparison:
mars 5°C
earth 33°C
Venus 500°C greenhouse effect, than it would be without atmosphere.
www.youtube.com/watch?v=w5jS...
bsky.app/profile/danm...
bsky.app/profile/thom...",2025-08-18,positive,0.125
Greenhouse Effect,original,Julia Mlynarek 🇨🇦,jjmlynarek.bsky.social,,"Research at the Insectarium de Montreal. Our assistant entomologist (Thierry) & the  technical team are tagging butterflies (Siproeta epaphus or rusty-tipped page) in the greehouse to see if the tags have an effect on activity & longevity of individuals. 
They're easier to follow in a greenhouse! 🦋",2025-08-18,neutral,0.0
Greenhouse Effect,original,Thomas Boettcher,thomas-boettcher.bsky.social,,"#Hansen 239 42:06 @drjamesehansen.bsky.social 
ECS=4.5°C is consistent to:
1 paleo 
2 GCM
3 present measurements ARGO float, satellites
4 planetary comparison
mars 5°C
earth 33°C
Venus 500°C greenhouse effect, than it would be without atm

www.youtube.com/watch?v=w5jS...
bsky.app/profile/danm...",2025-08-18,positive,0.125
Greenhouse Effect,original,Lore Wilson 🍉🏳️‍🌈🏳️‍⚧️🏴🇮🇪🪶,lorewilson.bsky.social,,it might be 75 degrees outside but it is more than ten degrees hotter than that inside due to the greenhouse effect. i’m not playing around. i will document it because this is about my health and well-being and i can’t afford to stay out forever.,2025-08-18,neutral,0.09375
Greenhouse Effect,original,Tahfromslc,tahfromslc.bsky.social,,"I remember talking/reading about the greenhouse gas effect in high school in the early 70s. We’ve known this for a looong time. So mad, so sad.",2025-08-18,negative,-0.21625
Greenhouse Effect,original,Thomas Boettcher,thomas-boettcher.bsky.social,,"#1E306
total greenhouse gas forcing, aerosol forcing and the net effect of the two.
included 4-year averages of NASA CERES satellite observation based Earth's Energy Imbalance (EEI) and the changes in Absorbed Solar Radiation (ASR) and Outgoing Longwave Radiation (OLR):
x.com/LeonSimons8/...",2025-08-17,neutral,0.09999999999999999
Greenhouse Effect,original,*Scott* you feelin festive ❄️ ☃️ x,scottyriot.bsky.social,,"Gonna be so real here, I only got into the climate industry to encourage lowered emissions because I simply am far too Scottish to handle the constant barrage of heat from the increasing greenhouse effect 🙂‍↔️ (I jest, I just honestly am sick of feeling like a sweaty hot mess) x",2025-08-17,neutral,-0.04846938775510203
Greenhouse Effect,original,,alienjawdee.bsky.social,,"100 years to go before continued greenhouse gas emissions could lead to a runaway greenhouse effect, making Earth uninhabitable for humans.",2025-08-17,neutral,0.0
Greenhouse Effect,original,,alienjawdee.bsky.social,,"Continued greenhouse gas emissions could lead to a runaway greenhouse effect, making Earth uninhabitable.  
In 100, 200, 300 years?",2025-08-17,neutral,0.0
Greenhouse Effect,original,H. Jochen Schenk,rivertothesky.bsky.social,,"One way to do that is to use story-telling about science history. Van Helmont and his willow tree, Joseph Priestly and his mouse and mint experiment, Eunice Foote and her discovery of the greenhouse gas effect. That’s what I do on the River to the Sky Substack.
rivertothesky.substack.com",2025-08-15,neutral,0.0
Greenhouse Effect,original,Today headline,todayheadline.bsky.social,,"New Study Dismantles The ‘CO2 Drives Climate’ In One Fell Swoop

Not only does CO2 have no discernible effect on climate, but any alleged anthropogenic role within the hypothetical greenhouse effect is not detectable either. In recent decades, there has been a concerted effort to assert it is…",2025-08-15,neutral,0.009090909090909087
Greenhouse Effect,original,Bhagwan Cosmic Light,bhagwancosmiclight.bsky.social,,"The greenhouse gas effect is basic atmospheric physics. CO2 particles absorb heat, methane Ch4 a bi product of natural gas is 86 times more dense. The more particles in the air the hotter it gets. The density can be measured & given a heat value. When oceans overheat they release methane. The killer",2025-08-15,positive,0.22000000000000003
Greenhouse Effect,original,Should Have Stayed at the Bus Station,shouldhavestayed.bsky.social,,"We couldn't beat the greenhouse effect anyway.
This secret group, you know, the group that's in charge of the government -
Oh, yeah. They're gonna get boosted off this rock before it melts.
And the rest of us, what do they care?
We're gonna be left here to fry.",2025-08-15,negative,-0.2
Greenhouse Effect,original,Should Have Stayed at the Bus Station,shouldhavestayed.bsky.social,,"You can ask yourself what they've been doing sitting on their ass for 49 years,
huh?
While we're out here with some serious social diseases and everything
else.
Oh, never mind that. Everybody says...
""Greenhouse effect. A hundred years from now.
Oh, I'll be long dead, gone and out of here.""",2025-08-15,negative,-0.1375
Greenhouse Effect,original,Should Have Stayed at the Bus Station,shouldhavestayed.bsky.social,,"It was May 22nd. That's a very important date for you to remember, pal.
— Yeah, that's my birthday.
— Right. So, see...
the reason we're up there covertly is because of the greenhouse effect.
It all ties in. Yeah, greenhouse effect.
By the way, they discovered that in the '40s.",2025-08-15,positive,0.40285714285714286
Greenhouse Effect,original,Gogopoet,gogopoet.bsky.social,,There are no outsiders. This is a global disorder and Trump is doing everything possible to ensure a runaway greenhouse effect destroys everyone.,2025-08-14,neutral,0.0
Greenhouse Effect,original,Stephen Baines,stephenbaines.bsky.social,,This is a flat out lie targeting people he thinks are stupid. The vast majority of people worried about climate realize that plants use CO2 or that the greenhouse effect is a good thing. Zeldin knows this because he has held meetings with Climate Solutions people using kelp to suck up CO2.,2025-08-14,neutral,-0.03125
Greenhouse Effect,original,Arion Xeno,arionxeno.bsky.social,,"For goodness sake! (Wording adjusted to not offend phone.)

All life on Earth depends the greenhouse effect. The mean temperature of the surface could be as low as -18C (0F) with no greenhouse effect.

Carbon Dioxide is a greenhouse gas.",2025-08-14,negative,-0.15625
Greenhouse Effect,original,The Harbinger,robinoflocksley.bsky.social,,"Leading questions on the Greenhouse Effect 

bsky.app/profile/robi...",2025-08-14,neutral,0.0
Greenhouse Effect,original,Perimeter Institute for Theoretical Physics,perimeterinstitute.ca,,"What makes the quantum world tick?

At Perimeter, Quantum Foundations has sparked turning points: simple axioms, new views of causality, and quantum causal inference.

Read the highlights: perimeterinstitute.ca/about-us/tur...

#physics #quantumresearch",2025-08-14,neutral,0.06818181818181818
Greenhouse Effect,original,Leon Simons,leonsimons.com,,"Both the Pacific Decadal Oscillation (PDO) and Atlantic Multidecadal Oscillation (AMO) are largely impacted by competing human emissions of greenhouse gases and aerosols!

Which means reductions of sulfur over the ocean has more effect than most thought, or are willing to admit.",2025-08-14,positive,0.29285714285714287
Greenhouse Effect,original,Mark Pickens ,airshipwriter.bsky.social,,"They are limiting the power of lawsuits with their removal of the endangerment finding. 

So, essentially corporations can do what they like, the destabilizing effect of greenhouse gases - a scientific fact - can’t be argued effectively. 

Text ‘sign PSJNIG’ to 50409

resist.bot/petitions/PS...",2025-08-14,positive,0.3
Greenhouse Effect,original,Quanta Magazine,quantamagazine.bsky.social,,"The logarithmic scaling of the greenhouse effect stipulates that for every doubling of CO₂ in Earth’s atmosphere, the planet’s temperature will rise 2 to 5 degrees. Quantum aspects of CO₂ help explain the phenomenon.",2025-08-14,neutral,0.0
Greenhouse Effect,original,,ruslbicycle.bsky.social,,"Joe Rogan thinks a graph of temperatures over the last half a billion years will show the anthropocene visible and claims it disproves the greenhouse effect despite the author of the graph saying the opposite 

youtu.be/r1bMJekCiBw?...",2025-08-14,neutral,-0.05555555555555555
Greenhouse Effect,original,WSGraeme,wsgraeme.bsky.social,,So here is the thing too much CO2 will kill you. We won’t reach that level in the earth’s atmosphere in our lifetime but submarines and astronauts need to scrub it out of the air they rebreath. It’s not about us it’s about the greenhouse effect and our lack of carbon sequestration.,2025-08-14,positive,0.2
Greenhouse Effect,original,Wizards-Lady,wizards-lady.bsky.social,,"THERE IS NO REASON TO TALK ABOUT THE ""GOOD"" OF CO2. In NATURAL percentages, it sustains life. In higher concentrations, it WILL make u sick & CAN kill u.
They aren't writing about the PROOF it will kill u anymore bc it was discovered in 1856! The greenhouse effect was proven in 1896!😒 
Illiterate🍑🕳🕳",2025-08-13,neutral,0.03928571428571423
Greenhouse Effect,original,The Harbinger,robinoflocksley.bsky.social,,"Leading questions on the Greenhouse Effect 

bsky.app/profile/robi...",2025-08-13,neutral,0.0
Greenhouse Effect,original,The Harbinger,robinoflocksley.bsky.social,,"Leading questions on the Greenhouse Effect 

bsky.app/profile/robi...",2025-08-13,neutral,0.0
Greenhouse Effect,original,The Harbinger,robinoflocksley.bsky.social,,"Leading questions on the Greenhouse Effect 

bsky.app/profile/robi...",2025-08-13,neutral,0.0
Greenhouse Effect,original,The Harbinger,robinoflocksley.bsky.social,,"Leading questions on the Greenhouse Effect 

bsky.app/profile/robi...",2025-08-13,neutral,0.0
Greenhouse Effect,original,D Sinope,ionsedge.bsky.social,,"David Letterman did --
www.mudslide.net/TopTen/lnwd1...",2025-08-13,neutral,0.0
Greenhouse Effect,original,Saoirse,2dragons.bsky.social,,"The stupidity of this administration is beyond belief. We are now living in a low-budget B movie. CO2 is a crucial component of the natural greenhouse effect, which is enhanced by the burning of fossil fuels. 😵‍💫🤯😵‍💫",2025-08-13,negative,-0.16666666666666666
Greenhouse Effect,original,,climatecorsair.bsky.social,,"VISIBLE CARBON unlike CO2 or Methane is carbon that is safely locked away in animals, plants and some manufactured products that does not significantly contribute to the Greenhouse Effect.

We need more Visible Carbon in the world.",2025-08-13,positive,0.2708333333333333
